doc1,doc2,relations,detail
132,88,1,['P279']
134,46,2,"['P279', 'P1269']"
134,191,2,"['P279', 'P1269']"
134,8,1,['P460']
134,37,1,['P460']
134,99,1,['P460']
134,103,2,"['P460', 'P1382']"
134,106,1,['P460']
134,108,1,['P460']
134,109,1,['P460']
134,123,4,"['P460', 'P180', 'P527', 'P279']"
134,169,1,['P460']
134,175,1,['P460']
134,181,1,['P460']
134,193,1,['P460']
134,207,3,"['P460', 'P527', 'P279']"
134,214,1,['P460']
134,244,1,['P460']
134,254,1,['P460']
134,262,4,"['P460', 'P1382', 'P527', 'P279']"
134,288,1,['P460']
134,93,2,"['P1382', 'P279']"
134,177,3,"['P1382', 'P527', 'P279']"
134,245,1,['P1382']
134,286,1,['P1382']
134,240,2,"['P180', 'P2389']"
134,277,1,['P180']
134,278,1,['P180']
134,107,1,['P279']
134,253,2,"['P527', 'P279']"
134,292,2,"['P527', 'P279']"
134,55,1,['P31']
134,110,1,['P31']
134,111,1,['P31']
134,174,1,['P31']
134,180,1,['P31']
134,247,1,['P31']
134,251,1,['P31']
134,296,2,"['P31', 'P2389']"
134,112,1,['P2389']
134,132,1,['P2389']
137,6,2,"['P527', 'P361']"
137,13,2,"['P527', 'P361']"
137,15,2,"['P527', 'P361']"
137,19,2,"['P527', 'P361']"
137,41,2,"['P527', 'P361']"
137,46,2,"['P527', 'P361']"
137,55,2,"['P527', 'P361']"
137,56,2,"['P527', 'P361']"
137,89,2,"['P527', 'P361']"
137,90,2,"['P527', 'P361']"
137,91,2,"['P527', 'P361']"
137,92,2,"['P527', 'P361']"
137,95,2,"['P527', 'P361']"
137,98,2,"['P527', 'P361']"
137,108,2,"['P527', 'P361']"
137,111,2,"['P527', 'P361']"
137,112,2,"['P527', 'P361']"
137,139,2,"['P527', 'P361']"
137,145,2,"['P527', 'P361']"
137,172,2,"['P527', 'P361']"
137,177,2,"['P527', 'P361']"
137,196,2,"['P527', 'P361']"
137,214,2,"['P527', 'P361']"
137,219,2,"['P527', 'P361']"
137,222,2,"['P527', 'P361']"
137,280,2,"['P527', 'P361']"
137,281,2,"['P527', 'P361']"
137,296,2,"['P527', 'P361']"
139,46,3,"['P279', 'P361', 'P527']"
139,191,3,"['P279', 'P361', 'P527']"
139,8,3,"['P460', 'P361', 'P527']"
139,37,4,"['P460', 'P361', 'P460', 'P527']"
139,99,3,"['P460', 'P361', 'P527']"
139,103,4,"['P460', 'P1382', 'P361', 'P527']"
139,106,3,"['P460', 'P361', 'P527']"
139,108,4,"['P460', 'P361', 'P527', 'P361']"
139,109,3,"['P460', 'P361', 'P527']"
139,123,3,"['P460', 'P361', 'P527']"
139,169,1,['P460']
139,175,3,"['P460', 'P361', 'P527']"
139,181,1,['P460']
139,193,3,"['P460', 'P361', 'P527']"
139,207,2,"['P460', 'P361']"
139,214,1,['P460']
139,244,1,['P460']
139,254,1,['P460']
139,262,4,"['P460', 'P1382', 'P361', 'P527']"
139,288,1,['P460']
139,93,1,['P1382']
139,177,2,"['P1382', 'P361']"
139,245,4,"['P1382', 'P361', 'P527', 'P361']"
139,286,1,['P1382']
139,1,2,"['P361', 'P527']"
139,2,2,"['P361', 'P527']"
139,5,2,"['P361', 'P527']"
139,6,2,"['P361', 'P527']"
139,10,2,"['P361', 'P527']"
139,11,2,"['P361', 'P527']"
139,12,2,"['P361', 'P527']"
139,14,3,"['P361', 'P460', 'P527']"
139,15,2,"['P361', 'P527']"
139,19,2,"['P361', 'P527']"
139,26,2,"['P361', 'P527']"
139,27,2,"['P361', 'P527']"
139,35,2,"['P361', 'P527']"
139,39,2,"['P361', 'P527']"
139,40,3,"['P361', 'P527', 'P361']"
139,50,2,"['P361', 'P527']"
139,53,2,"['P361', 'P527']"
139,56,2,"['P361', 'P527']"
139,59,2,"['P361', 'P527']"
139,70,2,"['P361', 'P527']"
139,83,2,"['P361', 'P527']"
139,84,2,"['P361', 'P527']"
139,87,3,"['P361', 'P460', 'P527']"
139,88,2,"['P361', 'P527']"
139,90,3,"['P361', 'P460', 'P527']"
139,92,2,"['P361', 'P527']"
139,94,2,"['P361', 'P527']"
139,96,2,"['P361', 'P527']"
139,97,2,"['P361', 'P527']"
139,102,2,"['P361', 'P527']"
139,105,2,"['P361', 'P527']"
139,107,3,"['P361', 'P460', 'P527']"
139,111,4,"['P361', 'P460', 'P527', 'P361']"
139,112,2,"['P361', 'P527']"
139,116,2,"['P361', 'P527']"
139,117,2,"['P361', 'P527']"
139,119,3,"['P361', 'P527', 'P361']"
139,125,2,"['P361', 'P527']"
139,127,2,"['P361', 'P527']"
139,132,2,"['P361', 'P527']"
139,137,2,"['P361', 'P527']"
139,144,2,"['P361', 'P527']"
139,145,2,"['P361', 'P527']"
139,148,2,"['P361', 'P527']"
139,149,2,"['P361', 'P527']"
139,157,2,"['P361', 'P527']"
139,160,2,"['P361', 'P527']"
139,162,2,"['P361', 'P527']"
139,173,2,"['P361', 'P527']"
139,174,2,"['P361', 'P527']"
139,180,2,"['P361', 'P527']"
139,203,2,"['P361', 'P527']"
139,204,2,"['P361', 'P527']"
139,213,2,"['P361', 'P527']"
139,221,2,"['P361', 'P527']"
139,223,2,"['P361', 'P527']"
139,233,2,"['P361', 'P527']"
139,246,2,"['P361', 'P527']"
139,251,2,"['P361', 'P527']"
139,252,2,"['P361', 'P527']"
139,255,2,"['P361', 'P527']"
139,258,2,"['P361', 'P527']"
139,260,2,"['P361', 'P527']"
139,270,2,"['P361', 'P527']"
139,273,2,"['P361', 'P527']"
139,275,2,"['P361', 'P527']"
139,287,2,"['P361', 'P527']"
139,291,2,"['P361', 'P527']"
139,295,2,"['P361', 'P527']"
139,298,2,"['P361', 'P527']"
139,49,1,['P460']
139,113,1,['P460']
139,240,1,['P460']
139,297,1,['P460']
139,20,1,['P361']
139,89,1,['P361']
139,91,1,['P361']
139,98,1,['P361']
139,115,1,['P361']
139,269,1,['P361']
139,285,1,['P361']
140,46,1,['P1269']
140,191,1,['P1269']
142,5,1,['P361']
142,233,1,['P361']
142,267,1,['P361']
142,279,1,['P361']
144,46,3,"['P279', 'P527', 'P361']"
144,191,1,['P279']
144,8,1,['P460']
144,37,1,['P460']
144,99,1,['P460']
144,103,2,"['P460', 'P1382']"
144,106,1,['P460']
144,108,4,"['P460', 'P527', 'P279', 'P361']"
144,109,1,['P460']
144,123,1,['P460']
144,169,1,['P460']
144,175,1,['P460']
144,181,1,['P460']
144,193,1,['P460']
144,207,1,['P460']
144,214,3,"['P460', 'P527', 'P361']"
144,244,1,['P460']
144,254,1,['P460']
144,262,2,"['P460', 'P1382']"
144,288,1,['P460']
144,93,1,['P1382']
144,177,3,"['P1382', 'P527', 'P361']"
144,245,1,['P1382']
144,286,1,['P1382']
144,6,2,"['P527', 'P361']"
144,13,2,"['P527', 'P361']"
144,15,2,"['P527', 'P361']"
144,19,2,"['P527', 'P361']"
144,41,2,"['P527', 'P361']"
144,55,2,"['P527', 'P361']"
144,56,3,"['P527', 'P279', 'P361']"
144,89,2,"['P527', 'P361']"
144,90,2,"['P527', 'P361']"
144,91,2,"['P527', 'P361']"
144,92,2,"['P527', 'P361']"
144,95,2,"['P527', 'P361']"
144,98,2,"['P527', 'P361']"
144,111,2,"['P527', 'P361']"
144,112,2,"['P527', 'P361']"
144,139,2,"['P527', 'P361']"
144,145,2,"['P527', 'P361']"
144,172,2,"['P527', 'P361']"
144,196,2,"['P527', 'P361']"
144,219,2,"['P527', 'P361']"
144,222,2,"['P527', 'P361']"
144,280,3,"['P527', 'P279', 'P361']"
144,281,3,"['P527', 'P279', 'P361']"
144,296,2,"['P527', 'P361']"
144,17,1,['P279']
144,69,1,['P279']
144,165,1,['P279']
144,168,1,['P279']
144,184,1,['P279']
144,185,1,['P279']
144,187,1,['P279']
144,188,1,['P279']
144,203,1,['P279']
144,205,1,['P279']
144,226,1,['P279']
144,228,1,['P279']
144,229,1,['P279']
144,230,1,['P279']
144,231,1,['P279']
144,232,1,['P279']
144,233,1,['P279']
144,236,1,['P279']
144,237,1,['P279']
144,238,1,['P279']
144,295,1,['P279']
145,46,5,"['P279', 'P527', 'P361', 'P527', 'P361']"
145,191,3,"['P279', 'P361', 'P527']"
145,8,3,"['P460', 'P361', 'P527']"
145,37,3,"['P460', 'P361', 'P527']"
145,99,3,"['P460', 'P361', 'P527']"
145,103,3,"['P460', 'P361', 'P527']"
145,106,3,"['P460', 'P361', 'P527']"
145,108,7,"['P460', 'P527', 'P361', 'P279', 'P527', 'P361', 'P361']"
145,109,3,"['P460', 'P361', 'P527']"
145,123,3,"['P460', 'P361', 'P527']"
145,169,1,['P460']
145,175,3,"['P460', 'P361', 'P527']"
145,181,1,['P460']
145,193,3,"['P460', 'P361', 'P527']"
145,207,2,"['P460', 'P361']"
145,214,3,"['P460', 'P527', 'P361']"
145,244,1,['P460']
145,254,1,['P460']
145,262,3,"['P460', 'P361', 'P527']"
145,288,1,['P460']
145,12,3,"['P361', 'P361', 'P527']"
145,15,5,"['P361', 'P527', 'P361', 'P527', 'P361']"
145,87,3,"['P361', 'P361', 'P527']"
145,90,5,"['P361', 'P527', 'P361', 'P527', 'P361']"
145,111,6,"['P361', 'P527', 'P361', 'P527', 'P361', 'P361']"
145,117,3,"['P361', 'P361', 'P527']"
145,174,3,"['P361', 'P361', 'P527']"
145,180,3,"['P361', 'P361', 'P527']"
145,6,4,"['P527', 'P361', 'P527', 'P361']"
145,13,2,"['P527', 'P361']"
145,19,4,"['P527', 'P361', 'P527', 'P361']"
145,41,2,"['P527', 'P361']"
145,55,2,"['P527', 'P361']"
145,56,5,"['P527', 'P361', 'P279', 'P527', 'P361']"
145,89,3,"['P527', 'P361', 'P361']"
145,91,3,"['P527', 'P361', 'P361']"
145,92,5,"['P527', 'P361', 'P527', 'P361', 'P279']"
145,95,2,"['P527', 'P361']"
145,98,3,"['P527', 'P361', 'P361']"
145,112,4,"['P527', 'P361', 'P527', 'P361']"
145,139,2,"['P527', 'P361']"
145,145,4,"['P527', 'P361', 'P527', 'P361']"
145,172,2,"['P527', 'P361']"
145,177,3,"['P527', 'P361', 'P361']"
145,196,2,"['P527', 'P361']"
145,219,2,"['P527', 'P361']"
145,222,2,"['P527', 'P361']"
145,280,3,"['P527', 'P279', 'P361']"
145,281,3,"['P527', 'P279', 'P361']"
145,296,2,"['P527', 'P361']"
145,1,2,"['P361', 'P527']"
145,2,2,"['P361', 'P527']"
145,5,2,"['P361', 'P527']"
145,10,2,"['P361', 'P527']"
145,11,2,"['P361', 'P527']"
145,14,2,"['P361', 'P527']"
145,26,2,"['P361', 'P527']"
145,27,2,"['P361', 'P527']"
145,35,2,"['P361', 'P527']"
145,39,2,"['P361', 'P527']"
145,40,3,"['P361', 'P527', 'P361']"
145,50,2,"['P361', 'P527']"
145,53,2,"['P361', 'P527']"
145,59,2,"['P361', 'P527']"
145,70,2,"['P361', 'P527']"
145,83,2,"['P361', 'P527']"
145,84,2,"['P361', 'P527']"
145,88,2,"['P361', 'P527']"
145,94,2,"['P361', 'P527']"
145,96,2,"['P361', 'P527']"
145,97,2,"['P361', 'P527']"
145,102,2,"['P361', 'P527']"
145,105,2,"['P361', 'P527']"
145,107,2,"['P361', 'P527']"
145,116,2,"['P361', 'P527']"
145,119,3,"['P361', 'P527', 'P361']"
145,125,2,"['P361', 'P527']"
145,127,2,"['P361', 'P527']"
145,132,2,"['P361', 'P527']"
145,137,2,"['P361', 'P527']"
145,144,2,"['P361', 'P527']"
145,148,2,"['P361', 'P527']"
145,149,2,"['P361', 'P527']"
145,157,2,"['P361', 'P527']"
145,160,2,"['P361', 'P527']"
145,162,2,"['P361', 'P527']"
145,173,2,"['P361', 'P527']"
145,203,3,"['P361', 'P279', 'P527']"
145,204,2,"['P361', 'P527']"
145,213,2,"['P361', 'P527']"
145,221,2,"['P361', 'P527']"
145,223,2,"['P361', 'P527']"
145,233,3,"['P361', 'P279', 'P527']"
145,245,3,"['P361', 'P527', 'P361']"
145,246,2,"['P361', 'P527']"
145,251,2,"['P361', 'P527']"
145,252,2,"['P361', 'P527']"
145,255,2,"['P361', 'P527']"
145,258,2,"['P361', 'P527']"
145,260,2,"['P361', 'P527']"
145,270,2,"['P361', 'P527']"
145,273,2,"['P361', 'P527']"
145,275,2,"['P361', 'P527']"
145,287,2,"['P361', 'P527']"
145,291,2,"['P361', 'P527']"
145,295,3,"['P361', 'P279', 'P527']"
145,298,2,"['P361', 'P527']"
145,17,1,['P279']
145,69,1,['P279']
145,165,1,['P279']
145,168,1,['P279']
145,184,1,['P279']
145,185,1,['P279']
145,187,1,['P279']
145,188,1,['P279']
145,205,1,['P279']
145,226,1,['P279']
145,228,1,['P279']
145,229,1,['P279']
145,230,1,['P279']
145,231,1,['P279']
145,232,1,['P279']
145,236,1,['P279']
145,237,1,['P279']
145,238,1,['P279']
145,20,1,['P361']
145,115,1,['P361']
145,269,1,['P361']
145,285,1,['P361']
147,46,1,['P279']
147,191,1,['P279']
147,8,1,['P460']
147,37,1,['P460']
147,99,1,['P460']
147,103,1,['P460']
147,106,1,['P460']
147,108,1,['P460']
147,109,1,['P460']
147,123,1,['P460']
147,169,1,['P460']
147,175,1,['P460']
147,181,1,['P460']
147,193,1,['P460']
147,207,1,['P460']
147,214,1,['P460']
147,244,1,['P460']
147,254,1,['P460']
147,262,1,['P460']
147,288,1,['P460']
148,46,3,"['P279', 'P527', 'P361']"
148,191,1,['P279']
148,8,1,['P460']
148,37,1,['P460']
148,99,1,['P460']
148,103,1,['P460']
148,106,1,['P460']
148,108,3,"['P460', 'P527', 'P361']"
148,109,1,['P460']
148,123,1,['P460']
148,169,1,['P460']
148,175,1,['P460']
148,181,1,['P460']
148,193,1,['P460']
148,207,1,['P460']
148,214,3,"['P460', 'P527', 'P361']"
148,244,1,['P460']
148,254,1,['P460']
148,262,1,['P460']
148,288,1,['P460']
148,6,2,"['P527', 'P361']"
148,13,2,"['P527', 'P361']"
148,15,2,"['P527', 'P361']"
148,19,2,"['P527', 'P361']"
148,41,2,"['P527', 'P361']"
148,55,2,"['P527', 'P361']"
148,56,2,"['P527', 'P361']"
148,89,2,"['P527', 'P361']"
148,90,2,"['P527', 'P361']"
148,91,2,"['P527', 'P361']"
148,92,2,"['P527', 'P361']"
148,95,2,"['P527', 'P361']"
148,98,2,"['P527', 'P361']"
148,111,2,"['P527', 'P361']"
148,112,2,"['P527', 'P361']"
148,139,2,"['P527', 'P361']"
148,145,2,"['P527', 'P361']"
148,172,2,"['P527', 'P361']"
148,177,2,"['P527', 'P361']"
148,196,2,"['P527', 'P361']"
148,219,2,"['P527', 'P361']"
148,222,2,"['P527', 'P361']"
148,280,2,"['P527', 'P361']"
148,281,2,"['P527', 'P361']"
148,296,2,"['P527', 'P361']"
149,6,2,"['P527', 'P361']"
149,13,2,"['P527', 'P361']"
149,15,2,"['P527', 'P361']"
149,19,2,"['P527', 'P361']"
149,41,2,"['P527', 'P361']"
149,46,2,"['P527', 'P361']"
149,55,2,"['P527', 'P361']"
149,56,2,"['P527', 'P361']"
149,89,2,"['P527', 'P361']"
149,90,2,"['P527', 'P361']"
149,91,2,"['P527', 'P361']"
149,92,2,"['P527', 'P361']"
149,95,2,"['P527', 'P361']"
149,98,2,"['P527', 'P361']"
149,108,2,"['P527', 'P361']"
149,111,2,"['P527', 'P361']"
149,112,2,"['P527', 'P361']"
149,139,2,"['P527', 'P361']"
149,145,2,"['P527', 'P361']"
149,172,2,"['P527', 'P361']"
149,177,2,"['P527', 'P361']"
149,196,2,"['P527', 'P361']"
149,214,2,"['P527', 'P361']"
149,219,2,"['P527', 'P361']"
149,222,2,"['P527', 'P361']"
149,280,2,"['P527', 'P361']"
149,281,2,"['P527', 'P361']"
149,296,2,"['P527', 'P361']"
151,93,2,"['P279', 'P279']"
151,107,1,['P279']
151,123,2,"['P527', 'P279']"
151,177,2,"['P527', 'P279']"
151,207,3,"['P527', 'P279', 'P279']"
151,253,2,"['P527', 'P279']"
151,262,3,"['P527', 'P279', 'P279']"
151,292,2,"['P527', 'P279']"
151,14,1,['P279']
151,15,1,['P279']
151,90,2,"['P279', 'P279']"
151,91,1,['P279']
151,103,1,['P279']
151,110,1,['P279']
151,111,3,"['P279', 'P279', 'P279']"
151,116,2,"['P279', 'P279']"
151,117,3,"['P279', 'P279', 'P279']"
151,240,1,['P279']
151,241,3,"['P279', 'P279', 'P279']"
151,247,1,['P279']
151,269,1,['P279']
151,34,1,['P279']
151,41,1,['P279']
151,48,1,['P279']
151,61,1,['P279']
151,99,1,['P279']
151,160,1,['P279']
151,175,1,['P279']
151,176,1,['P279']
151,193,1,['P279']
151,260,1,['P279']
151,286,1,['P279']
151,287,1,['P279']
151,289,1,['P279']
151,294,1,['P279']
152,46,1,['P279']
152,191,1,['P279']
152,8,1,['P460']
152,37,1,['P460']
152,99,1,['P460']
152,103,1,['P460']
152,106,1,['P460']
152,108,1,['P460']
152,109,1,['P460']
152,123,1,['P460']
152,169,1,['P460']
152,175,2,"['P460', 'P279']"
152,181,1,['P460']
152,193,1,['P460']
152,207,1,['P460']
152,214,1,['P460']
152,244,1,['P460']
152,254,1,['P460']
152,262,1,['P460']
152,288,1,['P460']
152,43,1,['P186']
152,56,1,['P186']
152,89,1,['P186']
152,92,1,['P186']
152,94,1,['P186']
152,98,1,['P186']
152,114,1,['P186']
152,174,1,['P186']
152,180,1,['P186']
152,111,1,['P279']
152,160,1,['P279']
152,182,1,['P279']
152,211,1,['P279']
152,246,1,['P279']
152,275,1,['P279']
152,287,1,['P279']
153,179,1,['P279']
153,181,1,['P279']
153,46,1,['P1269']
153,191,1,['P1269']
153,14,1,['P279']
153,15,1,['P279']
153,90,2,"['P279', 'P279']"
153,91,1,['P279']
153,93,1,['P279']
153,103,1,['P279']
153,110,1,['P279']
153,111,3,"['P279', 'P279', 'P279']"
153,116,2,"['P279', 'P279']"
153,117,3,"['P279', 'P279', 'P279']"
153,240,1,['P279']
153,241,3,"['P279', 'P279', 'P279']"
153,247,1,['P279']
153,269,1,['P279']
153,34,1,['P279']
153,41,1,['P279']
153,48,1,['P279']
153,61,1,['P279']
153,99,1,['P279']
153,160,1,['P279']
153,175,1,['P279']
153,176,1,['P279']
153,193,1,['P279']
153,207,1,['P279']
153,260,1,['P279']
153,262,1,['P279']
153,286,1,['P279']
153,287,1,['P279']
153,289,1,['P279']
153,294,1,['P279']
154,46,1,['P279']
154,191,1,['P279']
154,8,1,['P460']
154,37,1,['P460']
154,99,1,['P460']
154,103,1,['P460']
154,106,1,['P460']
154,108,1,['P460']
154,109,1,['P460']
154,123,1,['P460']
154,169,1,['P460']
154,175,1,['P460']
154,181,1,['P460']
154,193,1,['P460']
154,207,1,['P460']
154,214,1,['P460']
154,244,1,['P460']
154,254,1,['P460']
154,262,1,['P460']
154,288,1,['P460']
155,46,1,['P279']
155,191,1,['P279']
155,8,1,['P460']
155,37,1,['P460']
155,99,1,['P460']
155,103,1,['P460']
155,106,1,['P460']
155,108,1,['P460']
155,109,1,['P460']
155,123,1,['P460']
155,169,1,['P460']
155,175,1,['P460']
155,181,1,['P460']
155,193,1,['P460']
155,207,1,['P460']
155,214,1,['P460']
155,244,1,['P460']
155,254,1,['P460']
155,262,1,['P460']
155,288,1,['P460']
157,46,4,"['P279', 'P527', 'P1269', 'P361']"
157,191,2,"['P279', 'P1269']"
157,8,1,['P460']
157,37,1,['P460']
157,99,1,['P460']
157,103,1,['P460']
157,106,1,['P460']
157,108,3,"['P460', 'P527', 'P361']"
157,109,1,['P460']
157,123,1,['P460']
157,169,1,['P460']
157,175,1,['P460']
157,181,1,['P460']
157,193,1,['P460']
157,207,1,['P460']
157,214,3,"['P460', 'P527', 'P361']"
157,244,1,['P460']
157,254,1,['P460']
157,262,1,['P460']
157,288,1,['P460']
157,6,2,"['P527', 'P361']"
157,13,2,"['P527', 'P361']"
157,15,2,"['P527', 'P361']"
157,19,2,"['P527', 'P361']"
157,41,2,"['P527', 'P361']"
157,55,2,"['P527', 'P361']"
157,56,2,"['P527', 'P361']"
157,89,2,"['P527', 'P361']"
157,90,2,"['P527', 'P361']"
157,91,2,"['P527', 'P361']"
157,92,4,"['P527', 'P1552', 'P361', 'P361']"
157,95,2,"['P527', 'P361']"
157,98,2,"['P527', 'P361']"
157,111,2,"['P527', 'P361']"
157,112,2,"['P527', 'P361']"
157,139,2,"['P527', 'P361']"
157,145,2,"['P527', 'P361']"
157,172,2,"['P527', 'P361']"
157,177,2,"['P527', 'P361']"
157,196,2,"['P527', 'P361']"
157,219,2,"['P527', 'P361']"
157,222,2,"['P527', 'P361']"
157,280,2,"['P527', 'P361']"
157,281,2,"['P527', 'P361']"
157,296,2,"['P527', 'P361']"
158,93,1,['P1382']
158,103,1,['P1382']
158,177,3,"['P1382', 'P527', 'P279']"
158,245,1,['P1382']
158,262,3,"['P1382', 'P527', 'P279']"
158,286,1,['P1382']
158,123,2,"['P527', 'P279']"
158,207,2,"['P527', 'P279']"
158,253,2,"['P527', 'P279']"
158,292,2,"['P527', 'P279']"
160,6,2,"['P527', 'P361']"
160,13,2,"['P527', 'P361']"
160,15,3,"['P527', 'P279', 'P361']"
160,19,2,"['P527', 'P361']"
160,41,2,"['P527', 'P361']"
160,46,2,"['P527', 'P361']"
160,55,2,"['P527', 'P361']"
160,56,2,"['P527', 'P361']"
160,89,3,"['P527', 'P279', 'P361']"
160,90,2,"['P527', 'P361']"
160,91,2,"['P527', 'P361']"
160,92,2,"['P527', 'P361']"
160,95,2,"['P527', 'P361']"
160,98,2,"['P527', 'P361']"
160,108,2,"['P527', 'P361']"
160,111,2,"['P527', 'P361']"
160,112,2,"['P527', 'P361']"
160,139,2,"['P527', 'P361']"
160,145,2,"['P527', 'P361']"
160,172,2,"['P527', 'P361']"
160,177,5,"['P527', 'P3095', 'P279', 'P361', 'P425']"
160,196,2,"['P527', 'P361']"
160,214,2,"['P527', 'P361']"
160,219,2,"['P527', 'P361']"
160,222,2,"['P527', 'P361']"
160,280,2,"['P527', 'P361']"
160,281,2,"['P527', 'P361']"
160,296,3,"['P527', 'P279', 'P361']"
160,58,1,['P279']
160,62,1,['P279']
160,124,2,"['P279', 'P279']"
160,129,1,['P279']
160,151,1,['P279']
160,153,1,['P279']
160,169,1,['P279']
160,277,1,['P279']
160,292,1,['P279']
160,93,4,"['P3095', 'P279', 'P279', 'P425']"
160,103,2,"['P3095', 'P425']"
160,245,3,"['P3095', 'P279', 'P425']"
160,262,2,"['P3095', 'P425']"
160,286,2,"['P3095', 'P425']"
160,2,1,['P279']
160,49,1,['P279']
160,104,1,['P279']
160,120,1,['P279']
160,198,1,['P279']
160,86,1,['P279']
160,121,1,['P279']
160,123,1,['P279']
160,152,1,['P279']
160,239,1,['P279']
160,266,1,['P279']
160,17,1,['P279']
162,6,2,"['P527', 'P361']"
162,13,2,"['P527', 'P361']"
162,15,2,"['P527', 'P361']"
162,19,2,"['P527', 'P361']"
162,41,2,"['P527', 'P361']"
162,46,2,"['P527', 'P361']"
162,55,2,"['P527', 'P361']"
162,56,2,"['P527', 'P361']"
162,89,2,"['P527', 'P361']"
162,90,2,"['P527', 'P361']"
162,91,2,"['P527', 'P361']"
162,92,2,"['P527', 'P361']"
162,95,2,"['P527', 'P361']"
162,98,2,"['P527', 'P361']"
162,108,2,"['P527', 'P361']"
162,111,2,"['P527', 'P361']"
162,112,2,"['P527', 'P361']"
162,139,2,"['P527', 'P361']"
162,145,2,"['P527', 'P361']"
162,172,2,"['P527', 'P361']"
162,177,2,"['P527', 'P361']"
162,196,2,"['P527', 'P361']"
162,214,2,"['P527', 'P361']"
162,219,2,"['P527', 'P361']"
162,222,2,"['P527', 'P361']"
162,280,2,"['P527', 'P361']"
162,281,2,"['P527', 'P361']"
162,296,2,"['P527', 'P361']"
163,84,2,"['P1889', 'P1382']"
163,90,2,"['P1889', 'P1382']"
163,98,2,"['P1889', 'P1382']"
165,19,1,['P279']
165,39,1,['P279']
165,56,1,['P279']
165,80,1,['P279']
165,84,1,['P279']
165,90,1,['P279']
165,92,1,['P279']
165,118,1,['P279']
165,144,1,['P279']
165,145,1,['P279']
165,205,1,['P279']
165,213,1,['P279']
167,46,1,['P361']
167,191,1,['P361']
168,19,1,['P279']
168,39,1,['P279']
168,56,1,['P279']
168,80,1,['P279']
168,84,1,['P279']
168,90,1,['P279']
168,92,1,['P279']
168,118,1,['P279']
168,144,1,['P279']
168,145,1,['P279']
168,205,1,['P279']
168,213,1,['P279']
169,46,4,"['P279', 'P460', 'P279', 'P31']"
169,191,2,"['P279', 'P279']"
169,8,1,['P460']
169,37,3,"['P460', 'P460', 'P460']"
169,99,3,"['P460', 'P460', 'P279']"
169,103,4,"['P460', 'P460', 'P460', 'P279']"
169,106,2,"['P460', 'P460']"
169,108,2,"['P460', 'P460']"
169,109,2,"['P460', 'P460']"
169,123,3,"['P460', 'P180', 'P460']"
169,169,2,"['P460', 'P460']"
169,175,2,"['P460', 'P279']"
169,181,2,"['P460', 'P460']"
169,193,3,"['P460', 'P460', 'P279']"
169,207,4,"['P460', 'P460', 'P460', 'P279']"
169,214,1,['P460']
169,244,1,['P460']
169,254,2,"['P460', 'P460']"
169,262,4,"['P460', 'P460', 'P460', 'P279']"
169,288,2,"['P460', 'P460']"
169,240,2,"['P180', 'P279']"
169,277,1,['P180']
169,278,1,['P180']
169,0,1,['P460']
169,1,1,['P460']
169,5,1,['P460']
169,6,1,['P460']
169,14,2,"['P460', 'P279']"
169,24,1,['P460']
169,26,1,['P460']
169,34,2,"['P460', 'P279']"
169,39,1,['P460']
169,41,3,"['P460', 'P460', 'P279']"
169,43,1,['P460']
169,48,2,"['P460', 'P279']"
169,55,2,"['P460', 'P31']"
169,56,1,['P460']
169,57,1,['P460']
169,58,1,['P460']
169,61,2,"['P460', 'P279']"
169,62,1,['P460']
169,74,1,['P460']
169,78,1,['P460']
169,86,1,['P460']
169,89,1,['P460']
169,93,3,"['P460', 'P460', 'P279']"
169,96,2,"['P460', 'P460']"
169,100,2,"['P460', 'P460']"
169,117,5,"['P460', 'P279', 'P279', 'P279', 'P279']"
169,118,1,['P460']
169,119,3,"['P460', 'P460', 'P31']"
169,121,1,['P460']
169,122,1,['P460']
169,124,1,['P460']
169,125,1,['P460']
169,127,1,['P460']
169,132,3,"['P460', 'P460', 'P279']"
169,134,1,['P460']
169,139,1,['P460']
169,144,1,['P460']
169,145,1,['P460']
169,147,1,['P460']
169,148,1,['P460']
169,152,1,['P460']
169,154,1,['P460']
169,155,1,['P460']
169,157,1,['P460']
169,170,2,"['P460', 'P460']"
169,177,1,['P460']
169,178,1,['P460']
169,198,1,['P460']
169,206,1,['P460']
169,209,1,['P460']
169,212,1,['P460']
169,213,1,['P460']
169,221,1,['P460']
169,222,1,['P460']
169,224,1,['P460']
169,233,1,['P460']
169,241,4,"['P460', 'P279', 'P279', 'P279']"
169,245,2,"['P460', 'P460']"
169,249,1,['P460']
169,253,1,['P460']
169,259,1,['P460']
169,264,1,['P460']
169,266,1,['P460']
169,267,1,['P460']
169,269,2,"['P460', 'P279']"
169,273,1,['P460']
169,283,1,['P460']
169,286,3,"['P460', 'P460', 'P279']"
169,289,2,"['P460', 'P279']"
169,294,2,"['P460', 'P279']"
169,296,2,"['P460', 'P31']"
169,15,1,['P279']
169,90,2,"['P279', 'P279']"
169,91,1,['P279']
169,110,2,"['P279', 'P31']"
169,111,4,"['P279', 'P279', 'P279', 'P31']"
